"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2021",86.896,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 9. Elementary occupations","2021",92.128,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 0. Armed forces occupations","2021",12.822,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): X. Not elsewhere classified","2021",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): Total","2021",84.799,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 1. Managers","2021",44.674,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 2. Professionals","2021",32.864,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 3. Technicians and associate professionals","2021",35.552,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 4. Clerical support workers","2021",57.541,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 5. Service and sales workers","2021",74.631,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2021",99.884,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 7. Craft and related trades workers","2021",93.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2021",86.96,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 9. Elementary occupations","2021",86.165,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 0. Armed forces occupations","2021",13.105,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): X. Not elsewhere classified","2021",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): Total","2021",95.504,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 1. Managers","2021",42.892,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 2. Professionals","2021",25.116,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 3. Technicians and associate professionals","2021",38.005,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 4. Clerical support workers","2021",47.442,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 5. Service and sales workers","2021",96.601,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2021",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 7. Craft and related trades workers","2021",87.944,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2021",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 9. Elementary occupations","2021",94.953,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): X. Not elsewhere classified","2021",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Total","2019",88.195,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2019",39.826,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2019",93.911,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2019",91.806,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Not elsewhere classified","2019",73.06,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Total","2019",82.181,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2019",39.541,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2019",90.196,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2019",88.934,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Not elsewhere classified","2019",53.621,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Total","2019",94.03,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2019",40.515,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2019",97.293,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2019",93.376,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Not elsewhere classified","2019",97.416,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): Total","2019",88.195,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 1. Managers","2019",41.811,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 2. Professionals","2019",38.133,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 3. Technicians and associate professionals","2019",42.052,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 4. Clerical support workers","2019",51.103,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 5. Service and sales workers","2019",85.165,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2019",99.588,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 7. Craft and related trades workers","2019",88.67,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2019",82.247,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 9. Elementary occupations","2019",91.806,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 0. Armed forces occupations","2019",16.889,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): X. Not elsewhere classified","2019",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): Total","2019",82.181,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 1. Managers","2019",41.748,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 2. Professionals","2019",38.776,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 3. Technicians and associate professionals","2019",39.327,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 4. Clerical support workers","2019",55.846,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 5. Service and sales workers","2019",69.021,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2019",99.292,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 7. Craft and related trades workers","2019",88.943,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2019",82.432,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 9. Elementary occupations","2019",88.934,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): 0. Armed forces occupations","2019",16.335,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (ISCO-08): X. Not elsewhere classified","2019",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): Total","2019",94.03,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 1. Managers","2019",42.215,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 2. Professionals","2019",37.027,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 3. Technicians and associate professionals","2019",50.835,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 4. Clerical support workers","2019",41.35,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 5. Service and sales workers","2019",93.525,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2019",99.819,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 7. Craft and related trades workers","2019",84.882,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2019",69.812,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 9. Elementary occupations","2019",93.376,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): 0. Armed forces occupations","2019",27.657,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (ISCO-08): X. Not elsewhere classified","2019",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Total","2022",96.34,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2022",67.461,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2022",97.915,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2022",96.248,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (Skill level): Not elsewhere classified","2022",45.684,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Total","2022",94.37,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2022",64.95,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2022",96.896,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2022",92.816,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Male","Occupation (Skill level): Not elsewhere classified","2022",43.747,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Total","2022",98.151,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2022",73.823,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2022",98.825,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2022",98.156,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Female","Occupation (Skill level): Not elsewhere classified","2022",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): Total","2022",96.34,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 1. Managers","2022",76.496,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 2. Professionals","2022",57.129,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 3. Technicians and associate professionals","2022",82.634,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 4. Clerical support workers","2022",47.524,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 5. Service and sales workers","2022",96.921,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2022",99.888,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 7. Craft and related trades workers","2022",97.867,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2022",96.623,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Informal employment rate by sex and occupation (%)","Sex: Total","Occupation (ISCO-08): 9. Elementary occupations","2022",96.248,,,,"Repository: ILO-STATISTICS - Micro data processing"
