user_id;start_at;distancia_km
649d38ea6680a3f6ee4a4b734f508d9d;12/06/2010;16
649d38ea6680a3f6ee4a4b734f508d9d;2/06/2010;56.16
649d38ea6680a3f6ee4a4b734f508d9d;25/05/2010;142.9
649d38ea6680a3f6ee4a4b734f508d9d;17/05/2010;51.59
68fe4d0ad82cc2d715d131953336cea4;12/06/2010;25.4
933a5cf7834b12121755b8586b53a083;1/06/2010;160.35
2eb2273b6a2d38daeb67ee14a8d4171c;30/11/2010;13.48
2eb2273b6a2d38daeb67ee14a8d4171c;27/10/2010;16.3
2eb2273b6a2d38daeb67ee14a8d4171c;24/08/2010;45.1
2eb2273b6a2d38daeb67ee14a8d4171c;8/09/2010;111.4
2eb2273b6a2d38daeb67ee14a8d4171c;18/08/2010;41.7
a0802d118d245132c4f569f78bb0b4f5;20/04/2010;24.13
cb6ea169cefc7a0a5f1f8bd8ebbe3223;16/08/2010;34.6
a86217dc9fc6e34f29bbbcc62973cafa;22/05/2010;179.71
9cd60f54487fd9e53edc5bf11e28047a;17/11/2010;18.54
3bf29409837105b97d9548014094805b;27/03/2010;95.68
f80662a4bd846bf59ea5684db634805d;14/03/2010;245.23
f80662a4bd846bf59ea5684db634805d;13/03/2010;228.34
f80662a4bd846bf59ea5684db634805d;11/03/2010;82
f80662a4bd846bf59ea5684db634805d;13/03/2010;101.33
45402010b8b6d07be570c2f37cf814b9;19/11/2010;140.2
fd4143bc419bb1b2a067467054474541;23/10/2010;87.8
49daf9242d8e4ab8a1063cb20b529922;20/11/2010;103.95
49daf9242d8e4ab8a1063cb20b529922;1/11/2010;162.1
761a1b1e8e4103f2ac5a425564328a45;12/10/2010;79.9
3d037a464c7b0e9d1bcf968cf4221ffa;21/11/2010;51.62
89fd8ac7daadd2abc77de73df5c47527;24/09/2010;283
2f1882c87731970df63e69d4bc229c56;19/07/2010;76.5
f9960513c13c6a5a8ed5213fe386d103;27/01/2010;37.63
cf8869924d60fb7a73ea9607356267fd;28/05/2010;315.01
f73503cd6eeab3df5db479e3a2a797b9;21/10/2010;134.7
22ac1c15b5c2a84a01a95191526034b2;24/10/2010;36.7
22ac1c15b5c2a84a01a95191526034b2;23/10/2010;29.2
2f1882c87731970df63e69d4bc1f0b52;13/07/2010;74.5
8cacd92bb3ea82079e446fd4b8fd7730;22/12/2010;131.12
8cacd92bb3ea82079e446fd4b8fd7730;8/11/2010;109.47
a8b8f0148c4bcf631273a8ce9b5d23f6;22/11/2010;159.84
ae06c34243f741e203e97c48eb42017b;16/09/2010;178.4
ae06c34243f741e203e97c48eb62e6db;16/09/2010;64.7
ae06c34243f741e203e97c48eb42017b;16/09/2010;85.4
ae06c34243f741e203e97c48eb42017b;17/09/2010;33.2
be2d7041cb5bae52cf3edaaf036d8fc1;26/07/2010;32.6
ff1cb10b9edf79369742a37ce5d6cdec;25/11/2010;254.97
e346d061461f894d15f57d3be0f38b26;22/11/2010;281
f420a3daee4777127e9eaa907eb5818e;7/09/2010;46.8
c018a9209a2d912f820dc82db608b770;5/07/2010;46.2
c018a9209a2d912f820dc82db608b770;8/06/2010;43.7
c018a9209a2d912f820dc82db608b770;25/07/2010;38
bd64ba6c7055d76fd1b2c63a11d35fe3;13/12/2010;172.96
be2d7041cb5bae52cf3edaaf03798426;27/03/2010;69.39
17144ff2ae1210398f5c8327af5b334f;6/12/2010;111.37
17144ff2ae1210398f5c8327af5b334f;13/07/2010;76.1
17144ff2ae1210398f5c8327af5b334f;29/06/2010;178.2
f39e7db9ee7e26c0744216d48805cddf;6/04/2010;134.65
f39e7db9ee7e26c0744216d48805cddf;26/03/2010;59.8
cce6f691efec45ed0597d07c7ee48eb0;30/11/2010;91.74
d981b3affa98395801440942ee881a8a;12/06/2010;77.2
dc754d210f90403672339e986b8805dd;13/09/2010;26.2
c21605b791b47423867a99d06f87358e;24/09/2010;217.9
c21605b791b47423867a99d06f87358e;5/08/2010;314.7
c21605b791b47423867a99d06f87358e;20/06/2010;161.1
c21605b791b47423867a99d06f87358e;30/05/2010;64.1
c21605b791b47423867a99d06f87358e;8/04/2010;157.33
c21605b791b47423867a99d06f87358e;8/05/2010;290.56
27c157e605c56c7df70c605963e198bd;9/02/2010;151.48
fb0d4b4909399b00f448f4c25c73f2cc;7/06/2010;249.9
29a360323f1754d8cf08023eb1f3dbb7;2/05/2010;178.91
d4fdce6822a5f108a1aeb32c3e6c0a43;7/07/2010;30.2
649d38ea6680a3f6ee4a4b734f461070;13/07/2010;205.6
b7dea45c3cc92b9efd5a4905e67f4511;19/07/2010;219.4
a69cc3b72d1e83faa28f4bd927f7348d;24/08/2010;37
7073883383b89ad289e86402214f767e;7/09/2010;73.4
d7a314341b76460d7b4aa4c0cda4033b;17/11/2010;74.22
fb6bb678ac4ad4825d22a508793dedc8;20/10/2010;16.3
fb6bb678ac4ad4825d22a508793dedc8;14/11/2010;29.91
406921adcca37705ef527b4246c1370e;15/01/2010;32.01
6af02af4f98447fbbf7bd1e58f1ee42d;6/12/2010;120.27
6af02af4f98447fbbf7bd1e58f1ee42d;6/11/2010;98.15
3543c9d6f2eaab0e1263058c75afe43f;19/11/2010;9.98
3543c9d6f2eaab0e1263058c75afe43f;22/12/2010;156.7
3543c9d6f2eaab0e1263058c75afe43f;22/12/2010;161.05
3543c9d6f2eaab0e1263058c75afe43f;17/11/2010;150.35
3543c9d6f2eaab0e1263058c75afe43f;29/10/2010;10.8
3543c9d6f2eaab0e1263058c75afe43f;11/11/2010;27.3
576d6a494b4a0c632e3f088675c8c9b3;8/06/2010;75.2
576d6a494b4a0c632e3f088675c8c9b3;7/06/2010;74
576d6a494b4a0c632e3f088675c8c9b3;4/05/2010;94.19
2ca7077f2fa5233904198635ad5cf6fe;17/12/2010;133.31
2ca7077f2fa5233904198635ad5cf6fe;1/11/2010;160.3
2ca7077f2fa5233904198635ad5cf6fe;1/11/2010;121.1
2ca7077f2fa5233904198635ad5cf6fe;5/11/2010;101.75
c32c353f4a9bc8ae2e079e6bb75d2b80;23/11/2010;208.74
2eb2273b6a2d38daeb67ee14a8d39832;29/09/2010;43
1199f830a03cd75df5e7a7cc7ca8a20c;7/06/2010;102.2
235d1e4ff71f792b0c30f6201c7750ba;1/12/2010;45.07
e40b4ebebd23e0617159d13fe8bcbd58;5/06/2010;139.6
baacf396f773709519bbde35a589e2fa;8/06/2010;38.4
0d4631fecf07eba8673f87fe036511ee;13/08/2010;24.8
0d4631fecf07eba8673f87fe036511ee;1/06/2010;235.18
ca5f041e0b807120714a6e4616364891;5/05/2010;82.93
a142ea0ecdc8a0f61ef28bd089964d1d;19/05/2010;52.54
f078bcc5eb2ab85b4cf8dbfcd727ba1f;5/10/2010;86.8
f078bcc5eb2ab85b4cf8dbfcd727ba1f;21/09/2010;93.9
efc4144cf211cd22df86b505b8bafed6;25/05/2010;47.65
f83d99e9129609519f1766f6015df0ae;15/11/2010;28.8
8d7a255716cbbbbf448c696c69386f79;26/08/2010;34.8
efc4144cf211cd22df86b505b8bafed6;25/08/2010;71.3
d1500ab3f729689d9866cc67d1c4cd4b;6/05/2010;38.43
d1500ab3f729689d9866cc67d1c4cd4b;19/04/2010;38.75
d1500ab3f729689d9866cc67d1c4cd4b;29/04/2010;46.51
10d9df705123aefdc68ca566646a1731;1/06/2010;58.14
297c055e30be8d9a933868c94919fe85;14/12/2010;56.85
297c055e30be8d9a933868c94919fe85;27/12/2010;91.25
d7a314341b76460d7b4aa4c0cd46c52c;22/11/2010;133.29
d7a314341b76460d7b4aa4c0cd46c52c;29/11/2010;130.39
bb24cdc37671db342373b971411d9fae;6/07/2010;129.3
bb24cdc37671db342373b971411d9fae;4/08/2010;49
95d99d0ddfe26fb80887f15fa997bc87;13/05/2010;126.86
abb8a5727fb8c8fae10cd1b24ed5750f;14/08/2010;200.1
abb8a5727fb8c8fae10cd1b24ed5750f;3/05/2010;164.96
abb8a5727fb8c8fae10cd1b24ed5750f;25/05/2010;161.8
abb8a5727fb8c8fae10cd1b24ed5750f;26/05/2010;159.4
abb8a5727fb8c8fae10cd1b24ed5750f;1/07/2010;170
abb8a5727fb8c8fae10cd1b24ed5750f;13/04/2010;199.95
c18ddd869ffae7f15e107948bb7e953c;15/07/2010;64.7
fd3831b43f038c9ee0e840c18bc56ea0;15/05/2010;175.04
6f227c1c392ee8c8a8ffe23b71ebab5b;18/08/2010;136
ef6d192107017f9bdbc7f715ed7edad0;21/10/2010;82.9
ff0448023dec846359f954a4742b7db3;29/10/2010;69.9
837f1b20121093bdceefd102a8632ab9;7/09/2010;88.3
39fd87734a40ad27c3aaae3d7a74d7e9;24/10/2010;72
e2ad603fb7e1d90844afe3ae6b324cb0;6/10/2010;146.2
2d642041efc1236c20fd3722bca1443e;22/12/2010;156.66
0e407b566f8607a539d3287899fa812a;16/11/2010;77.52
140372ffae5fba565a70338348de366a;26/12/2010;248.82
b66c43e298753a3d39220e53008957fa;6/06/2010;29.2
a08c8fde8f3bb17ddad8dd8da3351590;27/07/2010;43.4
a08c8fde8f3bb17ddad8dd8da3351590;11/08/2010;65.5
f1e26c4ed501729be168d62e7881d432;20/12/2010;90.83
419405b4fc6d51e364141c2974b28b34;2/06/2010;185.48
699c76a8203348961730e0164a72fa6c;17/12/2010;22.58
699c76a8203348961730e0164a72fa6c;8/11/2010;65.23
699c76a8203348961730e0164a72fa6c;9/11/2010;135.39
699c76a8203348961730e0164a72fa6c;30/04/2010;138.29
86aa09456b63a2a25e0097c55225639d;14/12/2010;35.84
0fd4a08189ac948f6beaa2d3145ca3bd;10/12/2010;67.5
0e3981a3a2e133f960381bc60b45a60e;28/12/2010;38.78
140372ffae5fba565a70338348e7d9db;10/11/2010;76.13
62bacdc109d50cf487417da5aa3af76b;20/10/2010;122.8
cf3a94138caddceb3209e47236122257;13/07/2010;15.6
f80662a4bd846bf59ea5684db634805d;9/03/2010;268.26
f80662a4bd846bf59ea5684db634805d;9/03/2010;257.55
59a766bd488db1053eeba5a3aea34c35;21/09/2010;38.2
59a766bd488db1053eeba5a3aea34c35;2/06/2010;126.82
406921adcca37705ef527b4246c1370e;15/01/2010;28.81
649d38ea6680a3f6ee4a4b734f7898bf;19/06/2010;79.6
d4fdce6822a5f108a1aeb32c3e6887c9;13/07/2010;58.5
86aa09456b63a2a25e0097c552267442;24/09/2010;27.8
275052e660ff5672db6624c42b6d0c29;16/11/2010;99.69
3a9ca0965227dc470f30145e41cbb3c0;9/06/2010;308
99ee1e7dbe3c6fb9341031590f8cd915;13/09/2010;52.6
339924c2cf0026254a50ec5b3e5a2a05;7/09/2010;52.4
3abce16ea601affbeae8f50584cdef8c;22/09/2010;202.9
a7b77e5e6e60dc427d96d8d22ac7ba0d;31/10/2010;142
ccfcfc81abe6485b505ba742749d6fce;23/09/2010;81.9
be2d7041cb5bae52cf3edaaf036baaed;20/07/2010;44.5
e514428c195a86b270d0922a99684c3e;21/08/2010;63.5
3d037a464c7b0e9d1bcf968cf4221ffa;22/11/2010;62.58
de4eaca945c64dda33846e2fd2a23791;24/08/2010;50.6
9a509746b5612ec4d3126dab574b9966;12/03/2010;48.15
b7dea45c3cc92b9efd5a4905e69fa8a1;12/06/2010;134.5
b7dea45c3cc92b9efd5a4905e69fa8a1;27/05/2010;110.21
b7dea45c3cc92b9efd5a4905e69fa8a1;22/03/2010;121.38
4933dfc3aa43418031d095968b6e05dd;24/12/2010;71.35
b7dea45c3cc92b9efd5a4905e69fa8a1;29/05/2010;92.43
b7dea45c3cc92b9efd5a4905e69fa8a1;27/05/2010;130.21
b7dea45c3cc92b9efd5a4905e69fa8a1;18/05/2010;259.92
baacf396f773709519bbde35a5eee7c3;29/06/2010;257.1
2a7979f6826bbbf4a061456c47ad846a;22/11/2010;64.92
8e37a68fab5f31a5e2c1b5f77c6bb9e5;12/03/2010;16.19
966e6c2d556ca0dcf03825191547720f;29/05/2010;179.57
883360491194dd3b866c897b2587d174;14/02/2010;69.51
7d1f317a98447453092aa1301eb6d0d3;18/10/2010;202.9
7d1f317a98447453092aa1301eb6d0d3;5/10/2010;256.4
7d1f317a98447453092aa1301eb6d0d3;20/10/2010;221.3
7d1f317a98447453092aa1301eb6d0d3;19/08/2010;104.8
7d1f317a98447453092aa1301eb6d0d3;13/07/2010;132.1
7d1f317a98447453092aa1301eb6d0d3;17/06/2010;221.9
79da7d16f003cfb5f9b8544d5b315c4e;15/01/2010;16.58
0280ac72b104d8a55d2d23d5321b665f;23/11/2010;50.16
0280ac72b104d8a55d2d23d5321b665f;21/11/2010;84.79
a553c46e3a22fb9c326aeb3d72b3334e;17/05/2010;62.88
c6edbfc4eedf3b9eccc4df5f1b2da11a;13/03/2010;53.81
3c6b0b41c7f357829862db57e768e1df;2/11/2010;88
39ec1ffa2e126b1691f97fef3e369d04;4/08/2010;25.2
0fbe7aa8ad7a347abb574855700027fc;9/08/2010;34.1
879cf7da2f43c0f8e09069c3d72dae19;26/12/2010;204.02
ea5fb86b3b47f225efc5753c5409c023;25/05/2010;69.46
9bcc0c0567b249d800ed3ac1247c3917;30/05/2010;54.75
716a697375634f32a06d692b04025bb6;24/12/2010;89.63
f5d8892d01ee8da1a2a3d01347d6e043;4/10/2010;268.8
1e041deffa3920bbde0b20cd816d1a2f;18/08/2010;41.4
d6d916f7489aba2e893781969dded88c;8/02/2010;141.13
947d6ef07248add81139811f03363ad8;14/11/2010;108.12
947d6ef07248add81139811f03363ad8;7/09/2010;90.3
947d6ef07248add81139811f03363ad8;16/10/2010;54.1
d7baa0261635d7dd15539395bd8322fc;28/12/2010;40.47
d20d36802cc7944b4db14ba1698bc78b;5/07/2010;89.6
0221e01fd79a9e76808595048df20efd;24/01/2010;59.5
cce6f691efec45ed0597d07c7ee48eb0;13/12/2010;240.26
cce6f691efec45ed0597d07c7ee48eb0;25/12/2010;35.78
cce6f691efec45ed0597d07c7ee48eb0;25/12/2010;34.98
395884c1271e80e946d1f02dd92e3845;21/10/2010;35
21dba41a31dc9cb4c64f978c65d53503;1/04/2010;199.69
9efbe99c8b8ec5ecd57d63c91af24f1d;3/09/2010;132.6
a142ea0ecdc8a0f61ef28bd089a94176;27/05/2010;77.71
699c76a8203348961730e0164a7aa27d;29/01/2010;72.9
f5d8892d01ee8da1a2a3d01347d6e437;13/11/2010;29.4
f5d8892d01ee8da1a2a3d01347d6e437;2/12/2010;72.2
f5d8892d01ee8da1a2a3d01347d6e437;3/10/2010;325.8
cef1ce7ac2dc6100d86fede386fd452d;14/11/2010;26.02
2f1882c87731970df63e69d4bc282692;10/07/2010;81.5
23a1406fc6a11d866e3c82f22eeccfdb;16/11/2010;140.79
bec8d8a9ddd5b1baad5be3015239948c;24/12/2010;156.77
bec8d8a9ddd5b1baad5be3015239948c;24/12/2010;177.04
bec8d8a9ddd5b1baad5be3015239948c;24/12/2010;172.97
bec8d8a9ddd5b1baad5be3015239948c;26/12/2010;171.25
bec8d8a9ddd5b1baad5be3015239948c;23/12/2010;175.92
9448070ece760ea5386e5d482237bc67;22/11/2010;59.64
d7b4f64833fdc9f6cebfc49e76fdb0bd;11/11/2010;104.06
0fd4a08189ac948f6beaa2d3145c9895;7/12/2010;131.07
0fd4a08189ac948f6beaa2d3145c9895;7/12/2010;101.92
478419e53317b50cbf9af6b2e35f28a0;14/03/2010;101.29
478419e53317b50cbf9af6b2e35f28a0;25/02/2010;74.15
478419e53317b50cbf9af6b2e35f28a0;25/02/2010;116.57
e2ad603fb7e1d90844afe3ae6b324cb0;31/10/2010;44.9
abb8a5727fb8c8fae10cd1b24eb6726b;31/10/2010;44.5
650f4aa44a581c90f7dd76ec82a7e87b;12/01/2010;150.04
6cba206e062290539ba75435cd93b4a2;6/08/2010;230.6
e40c772ed398f9756050dc122adfb979;7/09/2010;64.8
e40c772ed398f9756050dc122adfb979;19/06/2010;49.6
e40c772ed398f9756050dc122adfb979;27/05/2010;59.69
e40c772ed398f9756050dc122adfb979;17/06/2010;49.1
f420a3daee4777127e9eaa907e2db62b;14/12/2010;53.5
f420a3daee4777127e9eaa907e2db62b;18/12/2010;46.69
f420a3daee4777127e9eaa907e2db62b;7/12/2010;57.78
f420a3daee4777127e9eaa907e2db62b;12/10/2010;15
659fcfb728615b0996641d0399df43c5;7/12/2010;52.4
659fcfb728615b0996641d0399df43c5;26/09/2010;139
659fcfb728615b0996641d0399df43c5;26/09/2010;161.6
d4b053b8d4a79eded38ec2d0b7fbf8b5;5/04/2010;154.64
0194b4a5c9e41bfd35f9168423fa2857;20/06/2010;46.3
0194b4a5c9e41bfd35f9168423fa2857;3/06/2010;53.5
0194b4a5c9e41bfd35f9168423fa2857;16/05/2010;53.98
0194b4a5c9e41bfd35f9168423fa2857;27/04/2010;68.51
0194b4a5c9e41bfd35f9168423fa2857;28/04/2010;33.94
0194b4a5c9e41bfd35f9168423fa2857;17/04/2010;67.29
9448070ece760ea5386e5d4822db1c35;24/11/2010;22.09
b713292f0ba59fd6af34ff18b81e3f61;4/06/2010;123.25
23be2836bd1f20bf05c9ffa3aa6e2d15;21/05/2010;87.58
e1c35c883ce3aeffbf2e3d5a2fe4a603;8/12/2010;58.08
e1c35c883ce3aeffbf2e3d5a2fe4a603;19/08/2010;45.3
e1c35c883ce3aeffbf2e3d5a2fe4a603;19/07/2010;31
e1c35c883ce3aeffbf2e3d5a2fe4a603;20/07/2010;31.6
abbbde4417ce0dcc0d90c886faf58ae4;12/11/2010;16.18
abbbde4417ce0dcc0d90c886faf58ae4;15/10/2010;79
abbbde4417ce0dcc0d90c886faf58ae4;14/10/2010;83
abbbde4417ce0dcc0d90c886faf58ae4;17/08/2010;104.6
760237a63c06aed07843fac15932f288;16/10/2010;106.6
760237a63c06aed07843fac15932f288;7/08/2010;60.4
141fe4a8514e64b4a76d7ed795a24f68;27/09/2010;81.2
141fe4a8514e64b4a76d7ed795a24f68;24/08/2010;93.7
141fe4a8514e64b4a76d7ed795a24f68;30/04/2010;90.45
141fe4a8514e64b4a76d7ed795a24f68;5/04/2010;74.19
b7dea45c3cc92b9efd5a4905e69fa8a1;16/09/2010;108.7
b7dea45c3cc92b9efd5a4905e69fa8a1;15/09/2010;52.2
b7dea45c3cc92b9efd5a4905e69fa8a1;11/09/2010;236.2
b7dea45c3cc92b9efd5a4905e69fa8a1;17/07/2010;142.9
b7dea45c3cc92b9efd5a4905e69fa8a1;18/07/2010;57.8
b7dea45c3cc92b9efd5a4905e69fa8a1;22/07/2010;101.7
b7dea45c3cc92b9efd5a4905e69fa8a1;16/07/2010;79.5
b7dea45c3cc92b9efd5a4905e69fa8a1;16/07/2010;72.9
659fcfb728615b0996641d0399df43c5;17/06/2010;260.8
c018a9209a2d912f820dc82db6130466;28/09/2010;288.4
c018a9209a2d912f820dc82db6130466;13/07/2010;28.5
c018a9209a2d912f820dc82db6130466;12/07/2010;101.5
c018a9209a2d912f820dc82db6130466;13/07/2010;52.9
c018a9209a2d912f820dc82db6130466;13/07/2010;71.5
cf3a94138caddceb3209e4723637cefb;6/11/2010;260.47
cf3a94138caddceb3209e4723637cefb;27/09/2010;116.6
cf3a94138caddceb3209e4723637cefb;30/07/2010;178.1
196e4e32bff45008286ae9f474fae5ae;12/07/2010;164.2
196e4e32bff45008286ae9f474fae5ae;7/06/2010;36.1
abb8a5727fb8c8fae10cd1b24eb650ad;23/11/2010;29.36
a1306821dc56831e07dadc8b34f00238;24/09/2010;88.7
e632c59afe60f5b0845675b7c257ea2b;27/11/2010;168.95
cf3a94138caddceb3209e4723638ef6f;5/08/2010;52
39ec1ffa2e126b1691f97fef3e369d04;10/08/2010;40.9
39ec1ffa2e126b1691f97fef3e369d04;10/08/2010;24.2
8998bb370b5f0cec43a373adebba0c72;10/08/2010;47.9
96acbfbef7034b4ff82c5989bbe1bae6;10/08/2010;48.9
4c37542f88f6bc6fb2465a93be210506;31/07/2010;122.1
a7b047c6a09ccb85e9980d80ffa8c8b6;3/04/2010;148.18
feceb9ec89bf76685af19ab5f8659b84;3/04/2010;238.62
feceb9ec89bf76685af19ab5f8659b84;3/04/2010;232.09
9cb0ce4ebefaba511db0badba05ad866;14/05/2010;33.39
3049cf2085c6f05aeba34a9d1f9c0624;15/05/2010;67.13
7daf839429645c9e32dfb345719273ed;7/08/2010;170.3
86aa09456b63a2a25e0097c55220cd9a;8/08/2010;15.4
1b7b7b119a188b9ef7e6a4327002e51d;19/10/2010;39.3
1b7b7b119a188b9ef7e6a4327002e51d;21/07/2010;47.4
1b7b7b119a188b9ef7e6a4327002e51d;26/10/2010;19
1b7b7b119a188b9ef7e6a4327002e51d;1/11/2010;402.4
72727eaca32690cbede1b205ffa7f467;16/11/2010;139.72
a668e2e4650c5abe20e4db4ae05af4dd;3/11/2010;40.5
2668c97f8adface31d8bc936b870dd4c;23/12/2010;38.47
bb24cdc37671db342373b97141467174;24/08/2010;31.8
bb24cdc37671db342373b97141467174;24/08/2010;32.7
dcadab2065b6511035589404eb0a2bdc;26/11/2010;60.59
dcadab2065b6511035589404eb0a2bdc;16/09/2010;70.4
71b25468ce0543948b0fd0176366779f;4/10/2010;225.7
2f1882c87731970df63e69d4bc252dd9;2/08/2010;53.8
caa7a1b7f11b99895d9991c3635fd51d;10/12/2010;115.87
15c2795f9994744f8ffef0a4ba095708;10/12/2010;28.09
8e37a68fab5f31a5e2c1b5f77c6bb9e5;21/03/2010;103.02
0194b4a5c9e41bfd35f9168423fa2857;18/03/2010;50.27
b820797ed1b7a8148ed455b9cfeee641;17/03/2010;51.87
ac374ee80628550dc4eff37f45b5a65d;17/03/2010;65.47
0a98cead98f3935ef3051e834a30419e;12/03/2010;651.71
0a98cead98f3935ef3051e834a30419e;13/03/2010;128.56
0194b4a5c9e41bfd35f9168423fa2857;15/03/2010;59.05
c6edbfc4eedf3b9eccc4df5f1b2da11a;17/03/2010;132.11
ded01e648ddbeb109e0b377479b816be;11/03/2010;56.55
ded01e648ddbeb109e0b377479b816be;11/03/2010;50.74
124dc2dbc4f79130bfa0b935779a4c2e;11/03/2010;52.61
ded01e648ddbeb109e0b377479b816be;11/03/2010;43.9
ded01e648ddbeb109e0b377479b816be;11/03/2010;56.27
395e6cdaabe3fe67d81014e862f16613;11/03/2010;315.08
851e424ed81e136e7e8c4b9ab0a4ceb9;7/09/2010;139.9
851e424ed81e136e7e8c4b9ab0a4ceb9;22/06/2010;133.9
65b6f3b7075270499ddd0f1dc1071ae7;5/01/2010;198.89
65b6f3b7075270499ddd0f1dc1071ae7;8/01/2010;43.96
65b6f3b7075270499ddd0f1dc1071ae7;7/01/2010;37.75
10a6aad9a64e469502c613b3e92677fe;28/06/2010;86.4
2d642041efc1236c20fd3722bcfba4c4;22/12/2010;49.54
70ba4ba5a1d09c1213940afbf86cdb9e;12/07/2010;66.9
70ba4ba5a1d09c1213940afbf86cdb9e;7/07/2010;46.2
70ba4ba5a1d09c1213940afbf86cdb9e;7/06/2010;32.7
b7dea45c3cc92b9efd5a4905e6a11934;17/03/2010;140.11
6e168888d1ec73590b7ea371548905de;7/10/2010;135.8
bdd3355a583c9a820c85d90469948d16;24/08/2010;173.5
de4eaca945c64dda33846e2fd2a1c7e1;25/08/2010;64.7
406921adcca37705ef527b4246c1370e;26/11/2010;82
406921adcca37705ef527b4246c1370e;13/11/2010;49.63
406921adcca37705ef527b4246c1370e;30/10/2010;55
406921adcca37705ef527b4246c1370e;25/10/2010;75.4
ff5c924e0b630fd7c019a42340594b55;25/09/2010;58
406921adcca37705ef527b4246c12e83;20/09/2010;56.6
406921adcca37705ef527b4246c12e83;25/09/2010;80
ff5c924e0b630fd7c019a42340594b55;12/09/2010;128.2
ff5c924e0b630fd7c019a42340594b55;12/09/2010;127.1
ff5c924e0b630fd7c019a42340594b55;11/09/2010;20.2
ff5c924e0b630fd7c019a42340594b55;20/09/2010;51
ff5c924e0b630fd7c019a42340594b55;20/09/2010;66.8
406921adcca37705ef527b4246c12e83;29/08/2010;63.3
406921adcca37705ef527b4246c12e83;27/08/2010;61.5
406921adcca37705ef527b4246c12e83;27/08/2010;58.1
ff5c924e0b630fd7c019a42340594b55;28/08/2010;21.1
ff5c924e0b630fd7c019a42340594b55;29/08/2010;64.3
406921adcca37705ef527b4246c12e83;28/08/2010;69.9
8ba4a81c021a667d4bf75dd45da794c7;28/12/2010;273.52
4dc72c54ad1ff8cdd200a8d88ef3dfc5;13/12/2010;24.93
1d6bbc303a2c6584d56322b8cee7c4d0;27/02/2010;367.52
bb24cdc37671db342373b971411eedab;7/07/2010;127.2
dd2af4715d0dc16eded53afc0e249366;24/07/2010;104.7
3049cf2085c6f05aeba34a9d1f9c0624;6/07/2010;93.8
70ba4ba5a1d09c1213940afbf86cdb9e;21/12/2010;22.26
70ba4ba5a1d09c1213940afbf86cdb9e;21/12/2010;179.77
70ba4ba5a1d09c1213940afbf86cdb9e;20/12/2010;87.9
70ba4ba5a1d09c1213940afbf86cdb9e;14/12/2010;375.63
70ba4ba5a1d09c1213940afbf86cdb9e;20/12/2010;95.32
70ba4ba5a1d09c1213940afbf86cdb9e;19/10/2010;34.9
70ba4ba5a1d09c1213940afbf86cdb9e;19/10/2010;24.5
70ba4ba5a1d09c1213940afbf86cdb9e;26/10/2010;75
70ba4ba5a1d09c1213940afbf86cdb9e;4/10/2010;123.5
b7deb04258149326f8fe126a0708b55a;20/07/2010;52.2
406921adcca37705ef527b424625ddf8;14/01/2010;41.35
